Happy	en	ADJ
birthday	en	NOUN
di	hi	VERB
..	univ	X

Live	en	VERB
long	en	ADJ
!	univ	X
Ding	en	NOUN
dong	en	VERB

Thnk	hi	VERB
u	hi	PRON
akki	hi	NOUN

are	hi	VERB
..	univ	X

Jage	en	NOUN
hue	hi	ADJ
ho	hi	VERB

So	hi	ADP
gyi	hi	NOUN
thi	hi	VERB

Abi	hi	NOUN
uthi	hi	NOUN

Bahut	hi	NOUN
sahi	hi	NOUN

Kai's	hi	NOUN
ho	hi	VERB
?	univ	X

Mai	hi	NOUN
achhi	hi	ADJ

Tu	hi	#
sunnna	hi	NOUN

Bas	hi	X
didi	hi	NOUN
sab	hi	DET
thk	hi	X

Haan	hi	U

Agye	hi	ADJ
tum	hi	X
log	hi	NOUN
chennai	ne	NOUN
se	hi	ADP
??	univ	X

Nahi	hi	NOUN
didi	hi	NOUN
wo	hi	VERB
log	hi	NOUN
nahi	hi	NOUN
aaye	hi	NOUN

Abhi	hi	NOUN
tak	hi	X

Tu	hi	X
ni	hi	PART
gya	hi	NOUN
??	univ	X

Nai	hi	PRON
di	hi	VERB
..	univ	X

Mandir	ne	NOUN
gaya	hi	NOUN
tha	hi	X
main	hi	NOUN
..	univ	X
Okkk	hi	U

Or	hi	X
bdday	en	NOUN
kaisa	hi	NOUN
raha	hi	NOUN
di	hi	VERB
?	univ	X

Ofc	hi	VERB
me	hi	PRON
thi	hi	VERB

Ghr	hi	NOUN
aayi	hi	NOUN
jldi	hi	NOUN
but	en	CONJ
whi	hi	PRON
ghr	hi	NOUN
pe	hi	ADP
hun	hi	VERB

Are	hi	VERB
..	univ	X

To	hi	ADP
budday	en	VERB
gifts	hi	NOUN
to	hi	ADP
mil	hi	NOUN
Hi	hi	NOUN
gaye	hi	NOUN
na	hi	PART
aapke	hi	NOUN
...	univ	X
ðŸ¤—	hi	X
lill	en	VERB
bro	en	VERB
wale	hi	NOUN

Haan	hi	U

Mera	hi	NOUN
bhaiðŸ˜˜ðŸ˜˜	hi	NOUN

Di	hi	NOUN
namaskaramm	hi	VERB

Namashkar	hi	NOUN
akki	hi	NOUN

Kaisa	hi	NOUN
hain	hi	VERB
??	univ	X

Mast	hi	ADJ
hun	hi	VERB
di	hi	VERB

Ghar	hi	X
aaya	hi	NOUN
hu	hi	VERB
...	univ	X

Abhi	hi	NOUN
abhi	hi	NOUN
nizamuddin	hi	PRON
pahucha	hi	NOUN

Ghar	hi	NOUN
ja	hi	NOUN
ra	hi	ADP
hu	hi	VERB
ab	hi	ADP
bus	en	NOUN
em	hi	PRON

Me	hi	PRON

Haan	hi	U

Bhai	hi	NOUN
ne	hi	ADP
btaya	hi	NOUN

Mera	hi	NOUN
bhai	hi	NOUN
bhi	hi	NOUN
aa	hi	ADP
jata	hi	NOUN

Are	hi	VERB
bohot	hi	NOUN
bola	hi	NOUN
mene	hi	VERB
di	hi	VERB
usko	hi	PRON
ki	hi	PRON
chal	hi	ADJ
.	univ	X
Ek	hi	X
Hi	hi	NOUN
tiket	ne	VERB
me	hi	PRON
ho	hi	VERB
jyga	hi	NOUN
kam	hi	X
bhi	hi	NOUN
..	univ	X
Bolta	hi	NOUN
ke	hi	PRON
project	en	VERB
karega	hi	NOUN
..	univ	X

Whi	hi	$
na	hi	PART

Maine	hi	NOUN
bi	hi	NOUN
bola	hi	NOUN

Han	hi	VERB
woi	hi	PRON
to	hi	PART
..	univ	X

May	hi	VERB
this	en	DET
season	en	NOUN
of	hi	ADP
color	hi	NOUN
bring	en	VERB
you	en	PRON
cheer	en	ADJ
and	en	CONJ
happiness	en	VERB
.	univ	X
May	hi	VERB
the	en	DET
colors	hi	NOUN
of	hi	ADP
the	en	DET
Holi	hi	NOUN
continues	en	NOUN
to	hi	ADP
illuminate	en	VERB
your	en	DET
life	ne	NOUN
and	en	CONJ

guide	en	NOUN
you	en	PRON
towards	hi	VERB
the	en	DET
path	univ	NOUN
of	hi	ADP
suCONJess	en	NOUN
.	univ	X
Happy	en	ADJ
Holi	hi	NOUN
!	univ	X
ðŸ˜ŠðŸ˜ŠðŸ˜Š	hi	E

kamine	hi	NOUN

Hi	hi	PART
Di	hi	NOUN
..	univ	X

Namaskaar	hi	PART

ðŸ’£ðŸ’£ðŸ’£ðŸ’£ðŸ’£	hi	X

ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡	hi	E

baat	hi	NOUN
na	hi	PART
kr	hi	X
smjha	ne	NOUN

ðŸ¤‘ðŸ¤‘ðŸ¤‘	hi	X

Ye	hi	PRON
kya	hi	ADJ
bomb	hi	NOUN
dikha	hi	VERB
Rahe	hi	NOUN
ho	hi	VERB

tujhe	hi	NOUN
udane	univ	NOUN
k	hi	X
liye	hi	ADP

Are	hi	VERB
mera	hi	NOUN
baby	hi	NOUN
naraj	hi	NOUN
hogya	hi	NOUN

ðŸ˜›	hi	E

ðŸ˜˜ðŸ˜˜ðŸ˜˜	hi	E

baby	hi	NOUN
???	univ	X

itne	hi	NOUN
chaate	hi	VERB
khayega	hi	NOUN
pdai	hi	NOUN
bhul	hi	NOUN
jyega	hi	NOUN

Ye	hi	PRON
bomb	hi	NOUN
mere	hi	VERB
bombsðŸ’¨	hi	NOUN
ke	hi	PRON
aage	en	NOUN
Kuch	hi	X
nai	hi	$
hainðŸ˜ðŸ˜	hi	VERB

ðŸ˜¡ðŸ˜¡ðŸ˜³ðŸ˜³ðŸ˜¡ðŸ˜¡	hi	null

acha	hi	ADJ
g	hi	NOUN

Kahe	hi	NOUN
ke	hi	PRON
chaate	hi	VERB
?	univ	X

or	hi	CONJ
btaaa	univ	NOUN
kaisa	hi	NOUN
h	hi	X
?????	univ	X

Mastttt	hi	U

pdai	hi	NOUN
kaisi	hi	NOUN
chl	hi	NOUN
rhi	hi	NOUN
h	hi	X

Kyu	hi	X
gf	hi	NOUN
bi	hi	NOUN
baby	hi	NOUN
hoti	hi	VERB
h	hi	X
kya	hi	NOUN

Behen	hi	NOUN
Ni	hi	PRON
hoti	hi	VERB
kya	hi	ADJ

Padhai	hi	NOUN
hi	hi	PART
to	hi	ADP
chalti	hi	VERB
hai	hi	VERB

glti	hi	NOUN
se	hi	PRON
di	hi	VERB
ko	hi	ADP
b	hi	VERB
yaad	hi	NOUN
kr	hi	PRON
liya	hi	NOUN
kr	hi	PRON

Or	hi	X
chalti	hi	NOUN
rehti	hi	NOUN
hai	hi	VERB

hoti	hi	VERB
h	hi	PART
bt	hi	CONJ
abhi	hi	NOUN
main	hi	NOUN
tujhse	hi	VERB
naraj	hi	NOUN
hu	hi	VERB

Kar	hi	X
to	hi	ADP
liya	hi	VERB

ðŸ˜ðŸ˜ðŸ˜ðŸ˜	hi	E

okkkk	hi	U

Shadi	hi	NOUN
kab	hi	ADP
hai	hi	VERB
?	univ	X

pooja	ne	NOUN
ne	hi	ADP
kaha	hi	X
h	hi	X

Nahi	hi	NOUN
apka	hi	NOUN
message	en	NOUN
mila	hi	NOUN
phke	hi	NOUN

to	hi	ADP
kr	hi	VERB
liya	hi	E

Phle	hi	NOUN

Fir	hi	NOUN
bad	hi	VERB
me	hi	PRON
pooja	ne	NOUN
ne	hi	ADP
bataya	hi	NOUN

aa	hi	ADP
kr	hi	X
ldka	hi	NOUN
dekh	hi	VERB
tbhi	hi	NOUN
to	hi	ADP
hogi	hi	VERB

okkkk	hi	U

abhi	hi	NOUN
ni	hi	PART
malum	ne	NOUN
bt	hi	CONJ
kya	hi	ADJ
pooja	ne	NOUN
ko	hi	ADP
invite	en	VERB
kr	hi	PRON
diya	hi	NOUN
h	hi	X
tu	hi	ADP
mt	hi	NOUN
aaiyu	hi	NOUN

Han	hi	X
thik	hi	NOUN
hai	hi	VERB

Usi	hi	NOUN
se	hi	PRON
karo	hi	VERB
baat	hi	NOUN

Mere	hi	NOUN
se	hi	PRON
kyu	hi	PRON

Main	hi	NOUN
jara	hi	NOUN
hu	hi	VERB
nahane	hi	NOUN

jaaa	hi	NOUN

bdbo	hi	NOUN
aa	hi	ADP
rhi	hi	NOUN
h	hi	X

ja	hi	PART

naha	hi	NOUN
le	hi	VERB

Han	hi	X
apko	hi	NOUN
itnei	hi	NOUN
door	hi	NOUN
se	hi	ADP
agayi	hi	VERB
na	hi	PART

Oeeeeee	univ	#

hmmm	hi	PART

or	hi	CONJ
btaaa	univ	NOUN
sb	hi	NOUN
thik	hi	NOUN
na	hi	NOUN

Han	hi	X
di	hi	VERB

Sab	hi	NOUN
thik	hi	NOUN
hi	hi	PART
hai	hi	VERB

okkk	hi	U

kb	hi	PRON
aayega	hi	NOUN

Main	hi	NOUN
ara	hi	NOUN
hu	hi	NOUN
di	hi	ADP
holibse	hi	VERB
ek	hi	DET
din	hi	X
phle	hi	NOUN

okkkk	hi	U

Wo	hi	X
kya	hi	ADJ
chugli	hi	NOUN
kri	hi	PRON
moti	hi	NOUN
meri	hi	NOUN
raat	hi	NOUN
me	hi	PRON
?	univ	X

km	hi	PRON
boli	hi	NOUN
moti	hi	NOUN
mt	hi	PRON
bol	hi	NOUN

Apko	hi	ADJ
Ni	hi	NOUN
puja	hi	NOUN
ko	hi	ADP
moti	hi	ADJ
bola	hi	NOUN

ha	hi	PART
use	en	VERB
hi	hi	PART
moti	hi	NOUN
mt	hi	PRON
bol	hi	X

smjha	ne	PART

mjhe	hi	NOUN
bol	hi	NOUN

main	hi	NOUN
moti	hi	NOUN
ho	hi	VERB
gai	hi	VERB
na	hi	PART

Jada	hi	NOUN
Ni	hi	PRON
hora	hi	NOUN
kuch	hi	DET

ðŸ˜¡	hi	E
hmmm	univ	PART

sun	hi	NOUN
jb	hi	NOUN
jyega	hi	NOUN
na	hi	PART
to	hi	ADP
usse	hi	VERB
phele	hi	NOUN
milne	hi	NOUN
aaiyu	hi	NOUN
mjhse	hi	NOUN

Ha	hi	PART
did	hi	VERB
soch	hi	NOUN
ra	hi	ADP
hu	hi	VERB
..	univ	X

ðŸ¤‘	univ	X

Did	hi	U

Didi	hi	NOUN

hmm	univ	PART

mjhe	hi	NOUN
usk	hi	VERB
liye	hi	ADP
kuch	hi	DET
bhejna	hi	NOUN
h	hi	X

Kya	hi	NOUN
bhej	hi	NOUN
Rahe	hi	NOUN
ho	hi	VERB
?	univ	X

patiyala	hi	NOUN
suit	en	ADJ

dono	hi	DET
mil	hi	NOUN
kr	hi	X
kharid	hi	NOUN
lengeni	hi	VERB
to	hi	ADP
main	hi	NOUN
kharid	hi	NOUN
kr	hi	PRON
rakh	hi	NOUN
lungi	hi	NOUN

Are	hi	VERB
koi	hi	PRON
ni	hi	PART

Nai	hi	PART
bhejo	hi	VERB

fir	hi	NOUN
tere	hi	PRON
ko	hi	ADP
de	hi	ADP
dungi	hi	NOUN

Avasarama	hi	NOUN
dani	hi	NOUN
face	en	NOUN
kosamðŸ˜¡	hi	X

km	hi	PRON
bol	hi	NOUN
bcha	hi	NOUN
h	hi	X
bcha	hi	NOUN
bn	hi	VERB
kr	hi	PRON
reh	hi	X

tu	hi	CONJ
na	hi	PART
km	hi	NOUN
bol	hi	NOUN

Nenu	hi	NOUN
noru	hi	NOUN
moseskonu	hi	NOUN

hm	hi	VERB
dono	hi	DET
k	hi	X
bich	hi	NOUN
mei	hi	NOUN
na	hi	PART
bol	hi	NOUN

oye	hi	VERB
hindi	hi	NOUN
bol	hi	NOUN

Nannu	hi	NOUN
eppudu	hi	NOUN
pampava	univ	NOUN
dresses	en	NOUN
..	univ	X
Dani	hi	NOUN
kotta	hi	ADJ
kotta	hi	ADJ
dresses	en	NOUN
konpeDETavu	hi	NOUN

Nahi	hi	NOUN
bol	hi	NOUN
ra	hi	ADP
hindi	hi	NOUN

ruk	hi	U

Usse	hi	#
hi	hi	PART
Hindi	hi	VERB
me	hi	PRON
translate	en	NOUN
Kara	hi	NOUN
lena	hi	NOUN

ðŸ˜¡	univ	X

kraaa	hi	NOUN
lungi	hi	NOUN

ðŸ˜¡	univ	X

Moti	hi	NOUN

ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘‹ðŸ½ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»ðŸ‘ŠðŸ»	univ	X

Are	hi	VERB
kab	hi	ADP
jaoge	hi	NOUN
aap	hi	X
lene	hi	VERB
?	univ	X

ab	hi	X
sachi	hi	NOUN
mei	hi	PRON
lhayega	hi	NOUN

khayega	hi	NOUN

Patiyala	en	NOUN
?	univ	X

Mere	hi	NOUN
liye	hi	ADP
do	hi	VERB
chaar	hi	VERB
pajame	hi	NOUN
or	hi	CONJ
shirt	en	NOUN
bhi	hi	NOUN
bhijwa	hi	NOUN
do	hi	VERB

ðŸ˜›ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜	univ	X

tu	hi	CONJ
apna	hi	NOUN
kaam	hi	NOUN
kr	hi	X

chl	hi	ADJ
bhaag	hi	NOUN

kbhi	hi	PRON
b	hi	VERB
le	hi	X
lungi	hi	VERB

Shadi	hi	NOUN
me	hi	PRON
rupye	hi	NOUN
dunga	hi	NOUN
kanyadaan	hi	NOUN
ke	hi	PRON

mera	hi	NOUN
kuch	hi	NOUN
ni	hi	PART
malum	ne	NOUN
main	hi	NOUN
kb	hi	NOUN
shopping	en	VERB
kr	hi	PRON
lu	hi	NOUN

ðŸ˜€ðŸ˜€ðŸ˜€	univ	X

Haha	univ	PART

ni	hi	PART
chahiye	hi	NOUN

Lol	univ	U

Le	hi	NOUN
lo	hi	VERB
..	univ	X

tu	hi	CONJ
mt	hi	NOUN
aaiyu	hi	E

Interest	en	ADJ

tujhe	hi	NOUN
di	hi	VERB
ki	hi	PRON
yaad	hi	ADJ
kaha	hi	NOUN
aati	hi	NOUN
h	hi	PART

Are	hi	VERB
aaunga	hi	NOUN

Avni	hi	NOUN
didi	hi	NOUN
ka	hi	NOUN
bhi	hi	NOUN
aise	hi	ADV
Hi	hi	NOUN
nahi	hi	NOUN
nahi	hi	NOUN
bolta	hi	ADJ
tha	hi	DET

sirf	hi	NOUN
pooja	hi	NOUN
aayegi	hi	NOUN
wo	hi	VERB
b	hi	VERB
hr	hi	NOUN
function	en	NOUN
mei	hi	NOUN

Or	hi	X
akhirkar	hi	NOUN
nahi	hi	NOUN
ja	hi	NOUN
payaðŸ˜”	hi	NOUN

okkk	en	U

Beta	hi	NOUN
kya	hi	ADJ
oarichay	hi	NOUN
karwaoge	hi	NOUN
usaka	hi	ADJ
ghar	hi	NOUN
walo	hi	ADP
se	hi	PRON

Parichay	hi	NOUN

agr	hi	X
tu	hi	ADP
meri	hi	NOUN
mei	hi	NOUN
ni	hi	PART
aaya	hi	NOUN
to	hi	ADP
pitega	hi	NOUN
bht	hi	NOUN

hmmm	univ	PART
sahi	hi	NOUN
pkde	hi	NOUN
hðŸ˜œ	hi	X

Hehe	univ	#

kahungi	hi	NOUN
ye	hi	PRON
hone	hi	VERB
wali	hi	NOUN
bahu	hi	NOUN
h	hi	X

Or	hi	X
fir	hi	NOUN
to	hi	ADP
mai	hi	VERB
pakka	hi	NOUN
shadi	hi	VERB
me	hi	PRON
Ni	hi	ADJ
aara	hi	NOUN

aayega	hi	NOUN
ni	hi	PART
to	hi	ADP
pitega	hi	NOUN

Are	hi	VERB
ajaunga	hi	NOUN
di	hi	DET
tension	en	NOUN
na	hi	PART
lo	hi	NOUN

Or	hi	X
mastery	en	NOUN
kaisi	hi	NOUN
chal	hi	ADJ
ri	hi	NOUN
hai	hi	VERB
apki	hi	NOUN

tu	hi	CONJ
pich	hi	NOUN
mt	hi	PRON

bs	hi	VERB

ye	hi	PRON

Matlab	hi	NOUN
?	univ	X

Vistaar	hi	NOUN
se	hi	PRON
bolo	hi	VERB

Bolo	hi	ADJ

btaungi	hi	NOUN
bhi	hi	NOUN

uski	hi	NOUN
shadi	hi	NOUN
ho	hi	VERB
rhi	hi	NOUN
h	hi	X

ðŸ˜“ðŸ˜·	univ	X

Are	hi	VERB
to	hi	ADP
kaise	hi	VERB
fir	hi	NOUN
?	univ	X

Uske	hi	#
gharwale	hi	NOUN
Kara	hi	NOUN
re	hi	NOUN
hain	hi	VERB

??	univ	X

Are	hi	VERB
di	hi	ADP
ap	hi	DET
kamlesh	hi	NOUN
masi	hi	NOUN
ko	hi	ADP
jante	hi	NOUN
ho	hi	VERB
?	univ	X

haaa	hi	ADJ
janti	hi	NOUN
hu	hi	VERB
shayd	hi	VERB

haaa	univ	PART

usk	hi	VERB
ghr	hi	NOUN
wale	hi	NOUN
kraa	hi	NOUN
rh	hi	X
h	hi	X

Wo	hi	ADV
man	hi	NOUN
gaya	hi	NOUN
?	univ	X

dhamki	hi	NOUN
mili	hi	NOUN
h	hi	PART
use	hi	VERB

Aaaaaaaaahhh	univ	NOUN
?	univ	X

Kaisi	hi	NOUN
?	univ	X

ki	hi	PRON
agr	hi	ADJ
tune	hi	NOUN
shadi	hi	NOUN
ni	hi	PART
ki	hi	PRON
to	hi	ADP
hm	hi	VERB
ye	hi	PRON
kr	hi	PRON
lenge	hi	VERB

Ye	hi	PRON
kya	hi	ADJ
karenge	hi	NOUN
?	univ	X

are	hi	VERB
mr	hi	DET
jyenge	hi	VERB

or	hi	CONJ
wo	hi	PART
maan	hi	NOUN
gy	hi	NOUN

Are	hi	VERB
yar	hi	PART

Maa	hi	NOUN
bap	hi	NOUN
hain	hi	VERB
na	hi	PART

To	hi	ADP
ap	hi	VERB
ka	hi	NOUN
karoge	hi	VERB
ab	hi	ADP
di	hi	PRON
?	univ	X

waise	hi	VERB
b	hi	VERB
hmari	hi	NOUN
shadi	hi	NOUN
ni	hi	PART
ho	hi	VERB
skti	hi	NOUN
thi	hi	VERB
tujhe	hi	NOUN
ptaa	hi	NOUN
hai	hi	VERB

hmmm	univ	PART

Han	hi	X
wo	hi	VERB
bhi	hi	NOUN
baat	hi	NOUN
hai	hi	VERB

tu	hi	CONJ
nikhil	univ	ADJ
bhai	hi	NOUN
ko	hi	ADP
janta	hi	ADJ
h	hi	X
na	hi	PART
wo	hi	NOUN
maar	hi	NOUN
daltaaa	hi	NOUN

waise	hi	VERB
b	hi	VERB
wo	hi	ADP
sc	hi	NOUN
tha	hi	X
or	hi	CONJ
b	hi	VERB
kafi	hi	NOUN
dikt	hi	VERB
thi	hi	PRON
to	hi	ADP
acha	hi	ADJ
hua	hi	VERB
uski	hi	NOUN
shadi	hi	NOUN
kahi	hi	NOUN
or	hi	CONJ
ho	hi	DET
rhi	hi	NOUN
ghr	hi	VERB
wale	hi	NOUN
to	hi	ADP
maar	hi	NOUN
hi	hi	NOUN
daltei	hi	NOUN
mjhe	hi	NOUN

Han	hi	X
didi	hi	NOUN

Koi	hi	NOUN
Ni	hi	ADJ
aap	hi	NOUN
ache	hi	ADP
ladki	hi	NOUN
jo	hi	PRON

Kuch	hi	X
hua	hi	VERB
to	hi	ADP
nahi	hi	NOUN
tha	hi	VERB
na	hi	PART
?	univ	X

niiii	hi	ADJ

Chalo	hi	VERB
to	hi	ADP
Jada	hi	NOUN
tension	en	NOUN
na	hi	PART
lo	hi	$
...	univ	X

hmmm	univ	PART

tujhe	hi	NOUN
apni	hi	NOUN
behn	hi	NOUN
pr	hi	NOUN
bharosa	hi	NOUN
h	hi	X
na	hi	PART

ya	hi	PART
ni	hi	PART

Are	hi	VERB
hai	hi	VERB
..	univ	X
Kyu	hi	ADJ
nahi	hi	NOUN
hoga	hi	NOUN

acha	hi	ADJ
ye	hi	PRON
btaaa	hi	NOUN
kmlesh	hi	NOUN
bua	hi	NOUN
k	hi	X
bare	hi	NOUN
mei	hi	PRON
kya	hi	NOUN
bol	hi	X
rh	hi	X
tha	hi	DET

hmmm	univ	PART

baat	hi	NOUN
hoti	hi	VERB
h	hi	PART
hmari	hi	NOUN
aaj	hi	X
b	hi	VERB

Nikki	hi	NOUN
didi	hi	NOUN
hain	hi	VERB
na	hi	PART

hmmm	univ	PART

Unko	hi	NOUN
pics	en	NOUN
moti	hi	NOUN
ko	hi	ADP
dikhaunga	hi	VERB
hain	hi	VERB
Unki	hi	U

okkk	en	U

Fb	en	NOUN
ID	en	NOUN
hai	hi	VERB
?	univ	X

meri	hi	NOUN
?????	univ	X

Are	hi	VERB
unki	hi	NOUN

ptaaa	hi	NOUN
ni	hi	PART
mere	hi	VERB
frd	en	ADJ
list	en	NOUN
mei	hi	NOUN
ni	hi	PART
h	hi	X

Are	hi	VERB
yar	hi	PART

kya	hi	ADJ

???	univ	X

I	en	PRON
mean	en	VERB
.	univ	X
Ye	hi	PRON
bol	hi	X
ri	hi	NOUN
thi	hi	PRON
ki	hi	PRON
unki	hi	NOUN
pics	en	NOUN
do	hi	VERB

okkk	en	U

lucky	univ	ADJ
bhai	hi	NOUN
ki	hi	PRON
frd	en	ADJ
list	en	NOUN
mei	hi	NOUN
ho	hi	VERB
skti	hi	NOUN
h	hi	X
wo	hi	VERB

waise	hi	VERB
wo	hi	VERB
bht	hi	NOUN
achi	hi	ADJ
h	hi	X
kbhi	hi	NOUN
use	en	VERB
chodna	hi	NOUN
ni	hi	PART
okkkk	en	NOUN

Pooja	univ	NOUN
?	univ	X

Han	hi	X
din	hi	VERB
me	hi	PRON
Chand	hi	NOUN
ka	hi	NOUN
tukda	hi	NOUN
ban	hi	VERB
gayi	hi	NOUN
?	univ	X

g	hi	NOUN
ni	hi	PART
wo	hi	PART
b	hi	VERB
ek	hi	PRON
ldki	hi	NOUN
h	hi	PART
isliye	hi	NOUN
bol	hi	X
rhi	hi	NOUN
hu	hi	VERB
as	en	ADP
a	en	DET
human	en	NOUN
...	univ	X

To	hi	ADP
human	en	VERB
to	hi	ADP
main	hi	NOUN
bhi	hi	NOUN
hu	hi	VERB
na	hi	PART

ðŸ˜¡	univ	X

mjhe	hi	NOUN
malum	hi	NOUN
h	hi	PART
kitna	hi	NOUN
bura	hi	NOUN
lgta	hi	NOUN
h	hi	PART
jb	hi	NOUN
hm	hi	VERB
apne	hi	PRON
pyr	hi	ADP
se	hi	PRON
dur	hi	DET
hote	hi	VERB
h	hi	PART

Are	hi	VERB
didi	hi	NOUN

Pata	hi	NOUN
I	en	PRON
also	en	ADV
know	en	VERB

Pata	hi	ADJ
hai	hi	VERB

hmmm	univ	PART

so	en	ADV
pls	en	PART

bhai	hi	NOUN
kbhi	hi	NOUN
kuch	hi	DET
galat	hi	NOUN
kriyu	hi	NOUN

K	en	X
d	hi	DET
..	univ	X
Abhi	hi	VERB
tak	hi	VERB
to	hi	ADP
kiya	hi	NOUN
nai	hi	$
...	univ	X

krna	hi	NOUN
b	hi	VERB
ni	hi	PART
hai	hi	VERB

Nai	hi	PRON
karunga	hi	NOUN
di	hi	VERB
..	univ	X

okkk	en	U

good	en	ADJ

Ap	hi	ADJ
ab	hi	X
fresh	en	NOUN
mind	en	NOUN
se	hi	ADP
ho	hi	VERB
?	univ	X

niii	hi	U

Aca	hi	NOUN
hai	hi	VERB
nai	hi	PRON
large	en	NOUN
?	univ	X

